# Parameters{boundary_condition_0=1.000000;boundary_condition_1=-1.000000;diffusivity=1.000000;space_max=15.707963;space_points=100;time_max=5.000000;time_points=1001;};
# time=1.150000;time_point=230;
# space;temperature;
0.000000 1.000000
0.158666 0.905359
0.317333 0.811024
0.475999 0.717317
0.634665 0.624585
0.793331 0.533218
0.951998 0.443648
1.110664 0.356362
1.269330 0.271899
1.427997 0.190845
1.586663 0.113828
1.745329 0.041503
1.903996 -0.025462
2.062662 -0.086408
2.221328 -0.140702
2.379994 -0.187763
2.538661 -0.227080
2.697327 -0.258241
2.855993 -0.280944
3.014660 -0.295023
3.173326 -0.300456
3.331992 -0.297377
3.490659 -0.286081
3.649325 -0.267029
3.807991 -0.240835
3.966657 -0.208266
4.125324 -0.170223
4.283990 -0.127726
4.442656 -0.081890
4.601323 -0.033904
4.759989 0.015001
4.918655 0.063577
5.077321 0.110588
5.235988 0.154844
5.394654 0.195226
5.553320 0.230714
5.711987 0.260413
5.870653 0.283575
6.029319 0.299616
6.187986 0.308132
6.346652 0.308909
6.505318 0.301925
6.663984 0.287358
6.822651 0.265571
6.981317 0.237113
7.139983 0.202698
7.298650 0.163191
7.457316 0.119585
7.615982 0.072974
7.774648 0.024530
7.933315 -0.024530
8.091981 -0.072974
8.250647 -0.119585
8.409314 -0.163191
8.567980 -0.202698
8.726646 -0.237113
8.885313 -0.265571
9.043979 -0.287358
9.202645 -0.301925
9.361311 -0.308909
9.519978 -0.308132
9.678644 -0.299616
9.837310 -0.283575
9.995977 -0.260413
10.154643 -0.230714
10.313309 -0.195226
10.471976 -0.154844
10.630642 -0.110588
10.789308 -0.063577
10.947974 -0.015001
11.106641 0.033904
11.265307 0.081890
11.423973 0.127726
11.582640 0.170223
11.741306 0.208266
11.899972 0.240835
12.058638 0.267029
12.217305 0.286081
12.375971 0.297377
12.534637 0.300456
12.693304 0.295023
12.851970 0.280944
13.010636 0.258241
13.169303 0.227080
13.327969 0.187763
13.486635 0.140702
13.645301 0.086408
13.803968 0.025462
13.962634 -0.041503
14.121300 -0.113828
14.279967 -0.190845
14.438633 -0.271899
14.597299 -0.356362
14.755965 -0.443648
14.914632 -0.533218
15.073298 -0.624585
15.231964 -0.717317
15.390631 -0.811024
15.549297 -0.905359
15.707963 -1.000000
