# Parameters{boundary_condition_0=1.000000;boundary_condition_1=-1.000000;diffusivity=1.000000;space_max=15.707963;space_points=100;time_max=5.000000;time_points=1001;};
# time=4.200000;time_point=840;
# space;temperature;
0.000000 1.000000
0.158666 0.948536
0.317333 0.897279
0.475999 0.846434
0.634665 0.796202
0.793331 0.746776
0.951998 0.698346
1.110664 0.651087
1.269330 0.605166
1.427997 0.560737
1.586663 0.517939
1.745329 0.476894
1.903996 0.437711
2.062662 0.400479
2.221328 0.365270
2.379994 0.332136
2.538661 0.301113
2.697327 0.272216
2.855993 0.245443
3.014660 0.220774
3.173326 0.198171
3.331992 0.177580
3.490659 0.158932
3.649325 0.142145
3.807991 0.127124
3.966657 0.113762
4.125324 0.101946
4.283990 0.091554
4.442656 0.082459
4.601323 0.074531
4.759989 0.067640
4.918655 0.061654
5.077321 0.056447
5.235988 0.051894
5.394654 0.047878
5.553320 0.044289
5.711987 0.041026
5.870653 0.037996
6.029319 0.035120
6.187986 0.032328
6.346652 0.029561
6.505318 0.026774
6.663984 0.023931
6.822651 0.021009
6.981317 0.017995
7.139983 0.014886
7.298650 0.011686
7.457316 0.008408
7.615982 0.005070
7.774648 0.001694
7.933315 -0.001694
8.091981 -0.005070
8.250647 -0.008408
8.409314 -0.011686
8.567980 -0.014886
8.726646 -0.017995
8.885313 -0.021009
9.043979 -0.023931
9.202645 -0.026774
9.361311 -0.029561
9.519978 -0.032328
9.678644 -0.035120
9.837310 -0.037996
9.995977 -0.041026
10.154643 -0.044289
10.313309 -0.047878
10.471976 -0.051894
10.630642 -0.056447
10.789308 -0.061654
10.947974 -0.067640
11.106641 -0.074531
11.265307 -0.082459
11.423973 -0.091554
11.582640 -0.101946
11.741306 -0.113762
11.899972 -0.127124
12.058638 -0.142145
12.217305 -0.158932
12.375971 -0.177580
12.534637 -0.198171
12.693304 -0.220774
12.851970 -0.245443
13.010636 -0.272216
13.169303 -0.301113
13.327969 -0.332136
13.486635 -0.365270
13.645301 -0.400479
13.803968 -0.437711
13.962634 -0.476894
14.121300 -0.517939
14.279967 -0.560737
14.438633 -0.605166
14.597299 -0.651087
14.755965 -0.698346
14.914632 -0.746776
15.073298 -0.796202
15.231964 -0.846434
15.390631 -0.897279
15.549297 -0.948536
15.707963 -1.000000
